Hosp_Name,Hosp_ID,Hosp_Address,City,State,Action,DT_Action
Kane County Hospital,3083,355 North Main Street,Kanab,UT,Warning Notice,2023-07
Kane County Hospital,3083,355 North Main Street,Kanab,UT,Closure Notice,2023-10
Kansas Medical Center ,3086,1124 West 21st Street,Andover,KS,Warning Notice,2021-05
Kansas Medical Center ,3086,1124 West 21st Street,Andover,KS,CAP Request,2021-10
Kansas Medical Center ,3086,1124 West 21st Street,Andover,KS,Closure Notice,2023-05
Kearney Regional Medical Center,3100,804 22nd Avenue,Kearney,NE,Met Requirements,2023-12
Kell West Regional Hospital,3105,5420 Kell Boulevard West,Wichita Falls,TX,Warning Notice,2022-07
Kell West Regional Hospital,3105,5420 Kell Boulevard West,Wichita Falls,TX,CAP Request,2022-11
Kell West Regional Hospital,3105,5420 Kell Boulevard West,Wichita Falls,TX,CMP Notice,2023-04
Kell West Regional Hospital,3105,5420 Kell Boulevard West,Wichita Falls,TX,Closure Notice,2023-05
Kensington Hospital,3112,136 West Diamond Street,Philadelphia,PA,CAP Request,2023-09
Kensington Hospital,3112,136 West Diamond Street,Philadelphia,PA,Closure Notice,2023-12
Kentucky Children's Hospital,6999,2317 Alumni Park Plz,Lexington,KY,Warning Notice,2023-09
Kentucky Children's Hospital,6999,2317 Alumni Park Plz,Lexington,KY,Met Requirements,2023-10
Kentucky Children's Hospital,6999,2317 Alumni Park Plz,Lexington,KY,Closure Notice,2023-11
Kern Medical Center,3121,1700 Mount Vernon Avenue,Bakersfield,CA,Warning Notice,2023-01
Kern Medical Center,3121,1700 Mount Vernon Avenue,Bakersfield,CA,CAP Request,2023-05
Kern Medical Center,3121,1700 Mount Vernon Avenue,Bakersfield,CA,Closure Notice,2023-08
Kessler Institute for Rehabilitation Chester,3128,201 Pleasant Hill Road,Chester,NJ,CAP Request,2023-05
Kessler Institute for Rehabilitation Chester,3128,201 Pleasant Hill Road,Chester,NJ,Closure Notice,2023-11
Kindred Hospital Dallas Central,3184,"8050 Meadow Road, First Floor",Dallas,TX,Warning Notice,2022-09
Kindred Hospital Dallas Central,3184,"8050 Meadow Road, First Floor",Dallas,TX,CAP Request,2023-03
Kindred Hospital Dallas Central,3184,"8050 Meadow Road, First Floor",Dallas,TX,Closure Notice,2023-08
Kindred Hospital Greensboro,3150,2401 Southside Blvd,Greensboro,NC,Warning Notice,2022-09
Kindred Hospital Greensboro,3150,2401 Southside Blvd,Greensboro,NC,CAP Request,2023-03
Kindred Hospital Greensboro,3150,2401 Southside Blvd,Greensboro,NC,Closure Notice,2023-08
Kindred Hospital Las Vegas Flamingo,3153,2250 East Flamingo Rd,Las Vegas,NV,Warning Notice,2022-09
Kindred Hospital Las Vegas Flamingo,3153,2250 East Flamingo Rd,Las Vegas,NV,CAP Request,2023-03
Kindred Hospital Las Vegas Flamingo,3153,2250 East Flamingo Rd,Las Vegas,NV,Closure Notice,2023-08
Kindred Hospital Las Vegas Sahara,3154,5110 West Sahara Avenue,Las Vegas,NV,Warning Notice,2022-09
Kindred Hospital Las Vegas Sahara,3154,5110 West Sahara Avenue,Las Vegas,NV,CAP Request,2023-03
Kindred Hospital Las Vegas Sahara,3154,5110 West Sahara Avenue,Las Vegas,NV,Closure Notice,2023-08
Kingman Regional Medical Center,3232,3269 N. Stockton Hill Rd,Kingman,AZ,Met Requirements,2023-12
Kings County Hospital Center,3234,451 Clarkson Ave,Brooklyn,NY,Warning Notice,2021-04
Kings County Hospital Center,3234,451 Clarkson Ave,Brooklyn,NY,CAP Request,2021-09
Kings County Hospital Center,3234,451 Clarkson Ave,Brooklyn,NY,Closure Notice,2021-12
King's Daughters Medical Center,3238,427 Highway 51 North,Brookhaven,MS,Warning Notice,2023-05
King's Daughters Medical Center,3238,427 Highway 51 North,Brookhaven,MS,Closure Notice,2023-08
Kiowa County Hospital District,7357,1208 Luther Street,Eads,CO,Met Requirements,2023-04
Kit Carson County Memorial Hospital,3251,286 16th Street,Burlington,CO,Warning Notice,2023-03
Kit Carson County Memorial Hospital,3251,286 16th Street,Burlington,CO,Closure Notice,2023-07
Kohala Hospital,3259,54-383 Hospital Rd,Kapaau,HI,Met Requirements,2023-04
Kootenai Health,2418,2003 Kootenai Health Way,Coeur d'Alene,ID,Warning Notice,2023-07
Kootenai Health,2418,2003 Kootenai Health Way,Coeur d'Alene,ID,Closure Notice,2023-11
Kossuth Regional Health Center,3264,1515 South Phillips St.,Algona,IA,Met Requirements,2023-12
KPC Promise Hospital of Baton Rouge,5129,5130 Mancuso Ln,Baton Rouge,LA,Warning Notice,2023-09
KPC Promise Hospital of Baton Rouge,5129,5130 Mancuso Ln,Baton Rouge,LA,Closure Notice,2023-12
KPC Promise Hospital of Salt Lake,5136,8th Avenue C Street,Salt Lake City,UT,Warning Notice,2023-03
KPC Promise Hospital of Salt Lake,5136,8th Avenue C Street,Salt Lake City,UT,CAP Request,2023-07
KPC Promise Hospital of Salt Lake,5136,8th Avenue C Street,Salt Lake City,UT,Closure Notice,2023-11
KPC Promise Hospital of Wichita Falls,5139,1103 Grace Street,Wichita Falls,TX,Warning Notice,2023-03
KPC Promise Hospital of Wichita Falls,5139,1103 Grace Street,Wichita Falls,TX,CAP Request,2023-07
KPC Promise Hospital of Wichita Falls,5139,1103 Grace Street,Wichita Falls,TX,Closure Notice,2023-11
Kuakini Medical Center,3266,347 N. Kuakini Street,Honolulu,HI,Warning Notice,2023-03
Kuakini Medical Center,3266,347 N. Kuakini Street,Honolulu,HI,CAP Request,2023-07
Kuakini Medical Center,3266,347 N. Kuakini Street,Honolulu,HI,Closure Notice,2023-09
Kyle ER & Hospital,3268,5615 Kyle Center Dr,Kyle,TX,CAP Request,2023-09
Kyle ER & Hospital,3268,5615 Kyle Center Dr,Kyle,TX,Closure Notice,2023-10
Labette Health,3277,1902 South U.S. Hwy 59,Parsons,KS,Warning Notice,2023-02
Labette Health,3277,1902 South U.S. Hwy 59,Parsons,KS,Closure Notice,2023-05
LAC+USC Medical Center,3274,1200 North State Street,Los Angeles,CA,Met Requirements,2021-01
Lafayette Regional Health Center,3279,1500 State Street,Lexington,MO,Met Requirements,2023-12
Laguna Honda Hospital and Rehabilitation Center,3289,375 Laguna Honda Boulevard,San Francisco,CA,Warning Notice,2023-02
Laguna Honda Hospital and Rehabilitation Center,3289,375 Laguna Honda Boulevard,San Francisco,CA,CAP Request,2023-06
Laguna Honda Hospital and Rehabilitation Center,3289,375 Laguna Honda Boulevard,San Francisco,CA,Closure Notice,2023-07
Lake District Hospital,3303,700 South J Street,Lakeview,OR,Met Requirements,2023-12
Lake Huron Medical Center,3306,2601 Electric Avenue,Port Huron,MI,Warning Notice,2021-05
Lake Huron Medical Center,3306,2601 Electric Avenue,Port Huron,MI,Closure Notice,2021-07
Lakeland Regional Health Medical Center,3323,1324 Lakeland Hills Blvd,Lakeland,FL,Warning Notice,2021-04
Lakeland Regional Health Medical Center,3323,1324 Lakeland Hills Blvd,Lakeland,FL,CAP Request,2021-09
Lakeland Regional Health Medical Center,3323,1324 Lakeland Hills Blvd,Lakeland,FL,Closure Notice,2022-01
Lakeview Hospital,3334,630 Medical Drive,Bountiful,UT,Met Requirements,2023-10
Lakeview Regional Medical Center,3337,95 Judge Tanner Blvd,Covington,LA,Warning Notice,2021-07
Lakeview Regional Medical Center,3337,95 Judge Tanner Blvd,Covington,LA,CAP Request,2022-01
Lakeview Regional Medical Center,3337,95 Judge Tanner Blvd,Covington,LA,Closure Notice,2023-12
Lakewood Ranch Medical Center,3342,8330 Lakewood Ranch Blvd,Lakewood Ranch,FL,Met Requirements,2023-01
Lamb Healthcare Center,3345,1500 South Sunset Avenue,Littlefield,TX,Warning Notice,2022-07
Lamb Healthcare Center,3345,1500 South Sunset Avenue,Littlefield,TX,CAP Request,2022-11
Lamb Healthcare Center,3345,1500 South Sunset Avenue,Littlefield,TX,Closure Notice,2023-06
Laredo Medical Center,3366,1700 East Saunders Street,Laredo,TX,Met Requirements,2023-01
Larkin Hospital Palm Springs,3373,1475 W 49th St,Hialeah,FL,Warning Notice,2021-04
Larkin Hospital Palm Springs,3373,1475 W 49th St,Hialeah,FL,CAP Request,2021-09
Larkin Hospital Palm Springs,3373,1475 W 49th St,Hialeah,FL,Closure Notice,2022-07
Las Palmas Medical Center,3376,1801 North Oregon Street,El Paso,TX,Warning Notice,2021-09
Las Palmas Medical Center,3376,1801 North Oregon Street,El Paso,TX,CAP Request,2022-11
Las Palmas Medical Center,3376,1801 North Oregon Street,El Paso,TX,Closure Notice,2023-07
Lawrence Memorial Hospital of Medford,3829,170 Governors Avenue,Medford,MA,Warning Notice,2023-02
Lawrence Memorial Hospital of Medford,3829,170 Governors Avenue,Medford,MA,Closure Notice,2023-06
LDS Hospital,3401,324 8th Avenue,Salt Lake City,UT,Met Requirements,2023-06
Lee's Summit Medical Center,3411,2100 SE Blue Parkway,Lee's Summit,MO,Met Requirements,2023-10
Legacy Emanuel Medical Center,3415,2801 N Gantenbein Avenue,Portland,OR,Met Requirements,2023-04
Legacy Good Samaritan Medical Center,3416,1015 N.W. 22nd Avenue,Portland,OR,Met Requirements,2023-06
Lehigh Valley Hospital - Cedar Crest,3428,1200 South Cedar Crest Blvd,Allentown,PA,Warning Notice,2021-05
Lehigh Valley Hospital - Cedar Crest,3428,1200 South Cedar Crest Blvd,Allentown,PA,CAP Request,2021-10
Lenox Hill Hospital,3433,100 E 77th St,New York,NY,Warning Notice,2021-07
Lenox Hill Hospital,3433,100 E 77th St,New York,NY,CAP Request,2022-01
Lenox Hill Hospital,3433,100 E 77th St,New York,NY,Closure Notice,2023-05
LewisGale Hospital Montgomery,3440,3700 South Main Street,Blacksburg,VA,Warning Notice,2023-07
LewisGale Hospital Montgomery,3440,3700 South Main Street,Blacksburg,VA,Closure Notice,2023-12
Lexington Medical Center,3443,2720 Sunset Blvd,West Columbia,SC,Warning Notice,2021-08
Lexington Medical Center,3443,2720 Sunset Blvd,West Columbia,SC,CAP Request,2022-05
Lexington Medical Center,3443,2720 Sunset Blvd,West Columbia,SC,Closure Notice,2022-06
Licking Memorial Hospital,3453,1320 West Main Street,Newark,OH,Warning Notice,2023-02
Licking Memorial Hospital,3453,1320 West Main Street,Newark,OH,CAP Request,2023-05
Licking Memorial Hospital,3453,1320 West Main Street,Newark,OH,Closure Notice,2023-06
Lifebrite Community Hospital of Stokes,3458,1570 NC 8 & 89 HWY North,Danbury,NC,Warning Notice,2023-04
Lifebrite Community Hospital of Stokes,3458,1570 NC 8 & 89 HWY North,Danbury,NC,CAP Request,2023-07
Lifebrite Community Hospital of Stokes,3458,1570 NC 8 & 89 HWY North,Danbury,NC,Closure Notice,2023-08
Lillian M. Hudspeth Memorial Hospital,3483,308 Hudspeth Drive,Sonora,TX,Warning Notice,2023-04
Lillian M. Hudspeth Memorial Hospital,3483,308 Hudspeth Drive,Sonora,TX,Closure Notice,2023-08
Littleton Regional Healthcare,3507,600 St. Johnsbury Road,Littleton,NH,Warning Notice,2021-12
Littleton Regional Healthcare,3507,600 St. Johnsbury Road,Littleton,NH,CAP Request,2022-11
Littleton Regional Healthcare,3507,600 St. Johnsbury Road,Littleton,NH,Closure Notice,2023-04
Live Oak Mental Health and Wellness,7652,3445 Ingleside Blvd,Ladson,SC,CAP Request,2023-07
Live Oak Mental Health and Wellness,7652,3445 Ingleside Blvd,Ladson,SC,Closure Notice,2023-10
Logan Health Cut Bank,4520,802 Second Street SE,Cut Bank,MT,Met Requirements,2023-07
Logan Health Medical Center,2559,310 Sunnyview Lane,Kalispell,MT,Warning Notice,2023-02
Logan Health Medical Center,2559,310 Sunnyview Lane,Kalispell,MT,Closure Notice,2023-10
Long Island Jewish Medical Center,3535,270-5 76th Avenue,New Hyde Park,NY,Warning Notice,2021-08
Long Island Jewish Medical Center,3535,270-5 76th Avenue,New Hyde Park,NY,CAP Request,2022-05
Long Island Jewish Medical Center,3535,270-5 76th Avenue,New Hyde Park,NY,Closure Notice,2023-05
Los Robles Regional Medical Center,3552,215 West Janss Road,Thousand Oaks,CA,Warning Notice,2023-07
Los Robles Regional Medical Center,3552,215 West Janss Road,Thousand Oaks,CA,Closure Notice,2023-11
Lowell General Hospital,3570,295 Varnum Avenue,Lowell,MA,Warning Notice,2023-05
Lowell General Hospital,3570,295 Varnum Avenue,Lowell,MA,Closure Notice,2023-08
Lower Keys Medical Center,3573,5900 College Rd,Key West,FL,Met Requirements,2022-12
Lower Umpqua Hospital District,3574,600 Ranch Road,Reedsport,OR,Met Requirements,2023-12
Loyola University Medical Center,2164,2160 S 1st Avenue,Maywood,IL,Warning Notice,2023-04
Loyola University Medical Center,2164,2160 S 1st Avenue,Maywood,IL,Closure Notice,2023-07
LSU Health Lallie Kemp Regional Medical Center,3344,52579 Highway 51 S,Independence,LA,Warning Notice,2023-03
LSU Health Lallie Kemp Regional Medical Center,3344,52579 Highway 51 S,Independence,LA,CAP Request,2023-07
LSU Health Lallie Kemp Regional Medical Center,3344,52579 Highway 51 S,Independence,LA,Closure Notice,2023-09
MacNeal Hospital,2319,3249 South Oak Park Avenue,Berwyn,IL,Met Requirements,2023-06
Madelia Health,3589,121 Drew Avenue Southeast,Madelia,MN,Warning Notice,2023-03
Madelia Health,3589,121 Drew Avenue Southeast,Madelia,MN,Closure Notice,2023-06
Madera Community Hospital,3590,1250 East Almond Avenue,Madera,CA,Met Requirements,2023-07
Madison County Healthcare System,3593,300 West Hutchings Street,Winterset,IA,Met Requirements,2023-12
Magnolia Regional Medical Center,3612,101 Hospital Drive,Magnolia,AR,Warning Notice,2023-03
Magnolia Regional Medical Center,3612,101 Hospital Drive,Magnolia,AR,Closure Notice,2023-06
Mahnomen Health Center,3615,414 West Jefferson Avenue,Mahnomen,MN,Met Requirements,2023-04
Maimonides Medical Center,3616,4802 10th Ave,Brooklyn,NY,Warning Notice,2021-04
Maimonides Medical Center,3616,4802 10th Ave,Brooklyn,NY,CAP Request,2021-09
Maimonides Medical Center,3616,4802 10th Ave,Brooklyn,NY,Closure Notice,2022-02
Maimonides Midwood Community Hospital AKA New York Community Hospital,4367,2525 Kings Highway,Brooklyn,NY,Warning Notice,2023-05
Maimonides Midwood Community Hospital AKA New York Community Hospital,4367,2525 Kings Highway,Brooklyn,NY,Closure Notice,2023-09
Maine Medical Center,3618,22 Bramhall Street,Portland,ME,Warning Notice,2021-05
Maine Medical Center,3618,22 Bramhall Street,Portland,ME,CAP Request,2021-10
Maine Medical Center,3618,22 Bramhall Street,Portland,ME,Closure Notice,2022-01
MaineGeneral Medical Center,3620,35 Medical Center Parkway,Augusta,ME,Warning Notice,2023-05
MaineGeneral Medical Center,3620,35 Medical Center Parkway,Augusta,ME,Closure Notice,2023-09
Major Health Partners ,4086,2451 Intelliplex Drive,Shelbyville,IN,Met Requirements,2023-12
Manatee Memorial Hospital,3625,206 2nd St E,Bradenton,FL,Met Requirements,2022-12
Manning Regional Healthcare Center,3632,1550 6th Street,Manning,IA,Met Requirements,2023-12
Margaret Mary Health - Main Campus,3637,321 Mitchell Ave,Batesville,IN,Warning Notice,2023-02
Margaret Mary Health - Main Campus,3637,321 Mitchell Ave,Batesville,IN,CAP Request,2023-06
Margaret Mary Health - Main Campus,3637,321 Mitchell Ave,Batesville,IN,Closure Notice,2023-11
Marietta Memorial Hospital,3648,401 Matthew Street,Marietta,OH,Warning Notice,2023-08
Marietta Memorial Hospital,3648,401 Matthew Street,Marietta,OH,Closure Notice,2023-11
Marinhealth Medical Center,3649,250 Bon Air Road,Greenbrae,CA,Warning Notice,2021-08
Marinhealth Medical Center,3649,250 Bon Air Road,Greenbrae,CA,CAP Request,2022-03
Marinhealth Medical Center,3649,250 Bon Air Road,Greenbrae,CA,Closure Notice,2022-11
Marinhealth Medical Center,3649,250 Bon Air Road,Greenbrae,CA,Met Requirements,2023-05
Marshfield Medical Center - Weston,306,3400 Ministry Parkway,Weston,WI,Warning Notice,2023-05
Marshfield Medical Center - Weston,306,3400 Ministry Parkway,Weston,WI,Closure Notice,2023-08
Mary Greeley Medical Center,3683,1111 Duff Ave,Ames,IA,Warning Notice,2021-06
Mary Greeley Medical Center,3683,1111 Duff Ave,Ames,IA,CAP Request,2021-12
Mary Greeley Medical Center,3683,1111 Duff Ave,Ames,IA,Closure Notice,2022-08
Mary Hitchcock Memorial Hospital (Dartmouth-Hitchcock Medical Center),3684,One Medical Center Dr,Lebanon,NH,Warning Notice,2021-05
Mary Hitchcock Memorial Hospital (Dartmouth-Hitchcock Medical Center),3684,One Medical Center Dr,Lebanon,NH,Closure Notice,2021-10
Mary Washington Hospital,3690,1001 Sam Perry Boulevard,Fredericksburg,VA,Warning Notice,2023-07
Mary Washington Hospital,3690,1001 Sam Perry Boulevard,Fredericksburg,VA,Closure Notice,2023-10
Mat-Su Regional Medical Center,3701,2500 S. Woodworth Loop,Palmer,AK,Warning Notice,2022-12
Mat-Su Regional Medical Center,3701,2500 S. Woodworth Loop,Palmer,AK,Closure Notice,2023-04
Maury Regional Medical Center,3703,1224 Trotwood Avenue,Columbia,TN,Warning Notice,2021-10
Maury Regional Medical Center,3703,1224 Trotwood Avenue,Columbia,TN,Closure Notice,2022-02
Mayo Clinic Hospital Arizona,3708,5777 E. Mayo Blvd.,Phoenix,AZ,Met Requirements,2023-12
Mayo Clinic Hospital In Florida,3707,4500 San Pablo Rd,Jacksonville,FL,Met Requirements,2023-12
Mayo Clinic Hospital Methodist Campus,3726,201 West Center St,Rochester,MN,Warning Notice,2021-06
Mayo Clinic Hospital Methodist Campus,3726,201 West Center St,Rochester,MN,Closure Notice,2021-12
McGehee Hospital,3740,900 South Third Street,McGehee,AR,Warning Notice,2023-06
McGehee Hospital,3740,900 South Third Street,McGehee,AR,CAP Request,2023-09
McGehee Hospital,3740,900 South Third Street,McGehee,AR,Closure Notice,2023-11
McKay-Dee Hospital,3742,4401 Harrison Boulevard,Ogden,UT,Met Requirements,2023-06
McLaren Bay Region,3748,1900 Columbus Ave,Bay City,MI,Warning Notice,2023-02
McLaren Bay Region,3748,1900 Columbus Ave,Bay City,MI,Closure Notice,2023-06
McLaren Flint,3753,401 S Ballenger Highway,Flint,MI,Met Requirements,2023-07
McLaren Port Huron Hospital,3760,1221 Pine Grove Ave,Port Huron,MI,Warning Notice,2023-04
McLaren Port Huron Hospital,3760,1221 Pine Grove Ave,Port Huron,MI,Closure Notice,2023-07
McLaren Saint Luke's Hospital,6258,5901 Monclova Road,Maumee,OH,Met Requirements,2023-05
Mease Dunedin Hospital,3781,601 Main St,Dunedin,FL,Warning Notice,2021-09
Mease Dunedin Hospital,3781,601 Main St,Dunedin,FL,CAP Request,2022-07
Mease Dunedin Hospital,3781,601 Main St,Dunedin,FL,Closure Notice,2023-08
Medical Center Enterprise,3786,400 North Edwards Street,Enterprise,AL,Met Requirements,2023-02
Medical City Alliance,3804,3101 North Tarrant Parkway,Fort Worth,TX,Met Requirements,2023-10
Medical City Denton,3797,3535 South Interstate 35,Denton,TX,Met Requirements,2023-10
Medical City Frisco,3799,5500 Frisco Square Boulevard,Frisco,TX,Met Requirements,2023-10
Medical City McKinney,3802,4500 Medical Center Drive,McKinney,TX,Met Requirements,2023-10
Medical City North Hills,3803,4401 Booth Calloway Road,North Richland Hills,TX,Met Requirements,2023-10
Medical City of Lewisville,3806,500 West Main Street,Lewisville,TX,Met Requirements,2023-10
Medstar Georgetown University Hospital,3825,"3800 Reservoir Road, Nw",Washington,DC,Warning Notice,2023-03
Medstar Georgetown University Hospital,3825,"3800 Reservoir Road, Nw",Washington,DC,Closure Notice,2023-07
Medstar National Rehabilitation Hospital,3820,102 Irving Street NW,Washington,DC,Warning Notice,2023-03
Medstar National Rehabilitation Hospital,3820,102 Irving Street NW,Washington,DC,Closure Notice,2023-07
Mee Memorial Hospital,2255,300 Canal Street,King City,CA,Warning Notice,2022-12
Mee Memorial Hospital,2255,300 Canal Street,King City,CA,CAP Request,2023-04
Mee Memorial Hospital,2255,300 Canal Street,King City,CA,Closure Notice,2023-05
Memorial Community Hospital & Health System,3831,810 North 22nd St,Blair,NE,Met Requirements,2023-12
Memorial Health Meadows Hospital,3777,One Meadows Parkway,Vidalia,GA,CAP Request,2023-07
Memorial Health Meadows Hospital,3777,One Meadows Parkway,Vidalia,GA,Closure Notice,2023-09
Memorial Health System,3858,511 Ne 10th St,Abilene,KS,Met Requirements,2023-12
Memorial Health University Medical Center,3834,4700 Waters Avenue,Savannah,GA,Met Requirements,2023-09
Memorial Healthcare,3835,826 West King Street,Owosso,MI,Warning Notice,2023-05
Memorial Healthcare,3835,826 West King Street,Owosso,MI,CAP Request,2023-09
Memorial Healthcare,3835,826 West King Street,Owosso,MI,Closure Notice,2023-09
Memorial Hermann - Texas Medical Center,3850,6411 Fannin Street,Houston,TX,Warning Notice,2021-07
Memorial Hermann - Texas Medical Center,3850,6411 Fannin Street,Houston,TX,CAP Request,2022-01
Memorial Hermann - Texas Medical Center,3850,6411 Fannin Street,Houston,TX,Closure Notice,2022-10
Memorial Hermann Greater Heights Hospital,3838,1635 North Loop West,Houston,TX,Warning Notice,2022-07
Memorial Hermann Greater Heights Hospital,3838,1635 North Loop West,Houston,TX,Closure Notice,2022-11
Memorial Hermann Katy Hospital,3839,23900 Katy Freeway,Katy,TX,Warning Notice,2023-05
Memorial Hermann Katy Hospital,3839,23900 Katy Freeway,Katy,TX,Closure Notice,2023-08
Memorial Hermann Southwest Hospital,3846,7600 Beechnut Street,Houston,TX,Warning Notice,2021-07
Memorial Hermann Southwest Hospital,3846,7600 Beechnut Street,Houston,TX,CAP Request,2022-01
Memorial Hermann Southwest Hospital,3846,7600 Beechnut Street,Houston,TX,Closure Notice,2022-11
Memorial Hospital,3868,1454 North County Road 2050,Carthage,IL,Warning Notice,2023-05
Memorial Hospital,3868,1454 North County Road 2050,Carthage,IL,CAP Request,2023-09
Memorial Hospital,3868,1454 North County Road 2050,Carthage,IL,Closure Notice,2023-12
Memorial Hospital of Converse County,3880,111 South 5th Street,Douglas,WY,Warning Notice,2023-02
Memorial Hospital of Converse County,3880,111 South 5th Street,Douglas,WY,CAP Request,2023-05
Memorial Hospital of Converse County,3880,111 South 5th Street,Douglas,WY,Closure Notice,2023-06
Memorial Hospital of South Bend,3884,615 N Michigan St,South Bend,IN,Warning Notice,2021-08
Memorial Hospital of South Bend,3884,615 N Michigan St,South Bend,IN,CAP Request,2022-05
Memorial Hospital of South Bend,3884,615 N Michigan St,South Bend,IN,Closure Notice,2022-07
Memorial Medical Center,3896,2450 South Telshor Boulevard,Las Cruces,NM,Met Requirements,2023-05
Memorial Regional Hospital,3898,3501 Johnson St,Hollywood,FL,Warning Notice,2021-04
Memorial Regional Hospital,3898,3501 Johnson St,Hollywood,FL,Closure Notice,2021-09
Memorial Satilla Health,3900,1900 Tebeau Street,Waycross,GA,Warning Notice,2023-06
Memorial Satilla Health,3900,1900 Tebeau Street,Waycross,GA,Closure Notice,2023-10
Memorial Sloan-Kettering Cancer Center,3871,1275 York Avenue,New York,NY,Warning Notice,2021-05
Memorial Sloan-Kettering Cancer Center,3871,1275 York Avenue,New York,NY,CAP Request,2021-10
Memorial Sloan-Kettering Cancer Center,3871,1275 York Avenue,New York,NY,Closure Notice,2022-03
Menorah Medical Center,3912,5721 West 119th Street,Overland Park,KS,Warning Notice,2023-06
Menorah Medical Center,3912,5721 West 119th Street,Overland Park,KS,Closure Notice,2023-10
Mercy Fitzgerald Hospital,3919,1500 Lansdowne Avenue,Darby,PA,Met Requirements,2023-07
Mercy Health - Anderson Hospital,3943,7500 State Road,Cincinnati,OH,Met Requirements,2023-07
Mercy Health - Perrysburg Hospital,7632,12623 Eckel Junction Road,Perrysburg ,OH,CAP Request,2023-07
Mercy Health - Perrysburg Hospital,7632,12623 Eckel Junction Road,Perrysburg ,OH,Closure Notice,2023-09
Mercy Health - Saint Anne Hospital,4012,3404 W. Sylvania Avenue,Toledo,OH,Met Requirements,2023-04
Mercy Hospital,3934,4050 Coon Rapids Blvd,Coon Rapids,MN,Warning Notice,2023-02
Mercy Hospital,3934,4050 Coon Rapids Blvd,Coon Rapids,MN,Closure Notice,2023-09
Mercy Hospital Of Buffalo,3931,565 Abbott Rd,Buffalo,NY,Warning Notice,2021-08
Mercy Hospital Of Buffalo,3931,565 Abbott Rd,Buffalo,NY,Closure Notice,2022-01
Mercy Hospital of Folsom,3938,1650 Creekside Drive,Folsom,CA,Met Requirements,2022-12
Mercy Medical Center,3987,271 Carew Street,Springfield,MA,Met Requirements,2023-07
Mercy Medical Center,3980,345 St. Paul Place,Baltimore,MD,Warning Notice,2023-07
Mercy Medical Center,3980,345 St. Paul Place,Baltimore,MD,Closure Notice,2023-11
Mercy Medical Center Redding,3986,2175 Rosaline Avenue,Redding,CA,Warning Notice,2021-08
Mercy Medical Center Redding,3986,2175 Rosaline Avenue,Redding,CA,Closure Notice,2022-06
MercyOne Cedar Falls Medical Center,5669,515 College Street,Cedar Falls,IA,Met Requirements,2023-05
MercyOne Clinton Medical Center,3992,1410 North 4th Street,Clinton,IA,Met Requirements,2023-07
MercyOne Dubuque Medical Center,3994,250 Mercy Drive,Dubuque,IA,Met Requirements,2023-08
MercyOne North Iowa Medical Center,3997,1000 Fourth Street SW,Mason City,IA,Met Requirements,2023-07
MercyOne Siouxland Medical Center,3989,801 5th Street,Sioux City,IA,Met Requirements,2023-07
MercyOne Waterloo Medical Center,1524,3421 West 9th Street,Waterloo,IA,Met Requirements,2023-07
MercyOne West Des Moines Medical Center,3993,1755 59th Place,West Des Moines,IA,Warning Notice,2021-04
MercyOne West Des Moines Medical Center,3993,1755 59th Place,West Des Moines,IA,CAP Request,2021-09
MercyOne West Des Moines Medical Center,3993,1755 59th Place,West Des Moines,IA,Closure Notice,2022-03
MercyOne West Des Moines Medical Center,3993,1755 59th Place,West Des Moines,IA,Met Requirements,2023-06
Merit Health River Oaks,4027,1030 River Oaks Drive,Flowood,MS,Met Requirements,2023-02
Mesa View Regional Hospital,4034,1299 Bertha Howe Avenue,Mesquite,NV,Warning Notice,2023-01
Mesa View Regional Hospital,4034,1299 Bertha Howe Avenue,Mesquite,NV,CAP Request,2023-05
Mesa View Regional Hospital,4034,1299 Bertha Howe Avenue,Mesquite,NV,Closure Notice,2023-10
Methodist Children's Hospital,4049,7700 Floyd Curl Drive,San Antonio,TX,Warning Notice,2021-08
Methodist Children's Hospital,4049,7700 Floyd Curl Drive,San Antonio,TX,CAP Request,2022-11
Methodist Children's Hospital,4049,7700 Floyd Curl Drive,San Antonio,TX,Closure Notice,2023-07
Methodist Hospital,4048,8303 Dodge St,Omaha,NE,Warning Notice,2021-08
Methodist Hospital,4048,8303 Dodge St,Omaha,NE,CAP Request,2022-05
Methodist Hospital,4048,8303 Dodge St,Omaha,NE,Closure Notice,2023-01
Methodist Hospital,4840,"6500 Excelsior Blvd, Po Box 650",St Louis Park,MN,Warning Notice,2023-05
Methodist Hospital,4840,"6500 Excelsior Blvd, Po Box 650",St Louis Park,MN,Closure Notice,2023-08
Methodist Hospital Atascosa,4055,1905 Highway 97 East,Jourdanton,TX,Met Requirements,2023-10
Methodist Hospital For Surgery,4050,17101 N. Dallas Parkway,Addison,TX,Warning Notice,2021-05
Methodist Hospital For Surgery,4050,17101 N. Dallas Parkway,Addison,TX,CAP Request,2021-10
Methodist Hospital For Surgery,4050,17101 N. Dallas Parkway,Addison,TX,Closure Notice,2022-03
Methodist Hospital Metropolitan,4080,1310 Mccullough Ave,San Antonio,TX,Met Requirements,2023-10
Methodist Hospital Northeast,4489,12412 Judson Rd,Live Oak,TX,Met Requirements,2023-12
Methodist Hospital Of Sacramento,4053,7500 Hospital Drive,Sacramento,CA,Met Requirements,2023-02
